Gene,Phecode,RareGPS,Indication,Max phase,Indicated mechanism,Indicated drugs,Druggable gene,DrugnomeAI,Predicted mechanism,Activators,Inhibitors,Other drugs
NR3C1,GE_973.5 [Huntington's disease],0.067,0,0.0,,,1,0.998,,"alclometasone, amcinonide, beclomethasone, betamethasone, betamethasone phosphoric acid, budesonide, ciclesonide, clobetasol, clocortolone pivalate, cortisone, cortivazol, deflazacort, desonide, desoximetasone, dexamethasone, dexamethasone phosphoric acid, diflorasone, difluprednate, flumethasone pivalate, flunisolide, fluocinolone, fluocinonide, fluorometholone, fluprednisolone, flurandrenolide, fluticasone, fluticasone furoate, halcinonide, halobetasol, hydrocortamate, hydrocortisone, hydrocortisone anhydrous, hydrocortisone butyrate, hydrocortisone cypionate, hydrocortisone phosphoric acid, hydrocortisone probutate, loteprednol etabonate, mapracorat, medrysone, meprednisone, methylprednisolone, mometasone furoate, paramethasone, prednicarbate, prednisolone, prednisolone phosphoric acid, prednisolone tebutate, prednisone, rimexolone, triamcinolone, vamorolone","cort 108297, cyproterone, mifepristone, org-34517, relacorilant","abbv-3373, azd-5423, dagrocorat, fosdagrocorat, velsecorat"
CFL1,GE_977.1 [Congenital ichthyosis],0.067,0,0.0,,,0,0.006,,,,
ADRB1,NS_328.13 [Frontotemporal dementia [FTD]],0.067,0,0.0,,,1,1.0,,"dipivefrin, dobutamine, dopamine, droxidopa, ephedrine, epinephrine, hydroxyamphetamine, isoproterenol, mephentermine, norepinephrine, pindolol, xamoterol","acebutolol, atenolol, betaxolol, bisoprolol, bucindolol, carteolol, carvedilol, celiprolol, dilevalol, esmolol, labetalol, landiolol, levobetaxolol, levobunolol, ly377604, metipranolol, metoprolol, nadolol, nebivolol, oxprenolol, penbutolol, practolol, pronetalol, propafenone, propranolol, sotalol, timolol",
LRPPRC,GE_972.2 [Hereditary ataxia],0.067,0,0.0,,,0,0.003,,,,
CD14,BI_179.1 [Hypogammaglobulinemia NOS],0.067,0,0.0,,,1,0.586,,,"ic14, vb-201",
NDUFB5,GE_963.1 [Lipid storage disorders],0.067,0,0.0,,,1,0.998,,,"me-344, metformin, nv-128",
NEFH,NS_341.1 [Cerebral palsy],0.067,0,0.0,,,0,0.042,,,,
KCND2,GE_972.2 [Hereditary ataxia],0.067,1,2.0,Inhibition,dalfampridine (II),1,0.999,,,"amifampridine, dalfampridine, guanidine, nerispirdine, tedisamil",
FAT1,GE_972.2 [Hereditary ataxia],0.067,0,0.0,,,0,0.001,,,,
GLP1R,MB_293.2 [Bulimia nervosa],0.067,1,4.0,Activation,liraglutide (IV),1,0.999,,"albiglutide, cotadutide, danuglipron, dulaglutide, efinopegdutide, efpeglenatide, exenatide, liraglutide, lixisenatide, pegapamodutide, pegsebrenatide, semaglutide, taspoglutide, tirzepatide",avexitide,
GRIN1,"MB_280.4 [Sedative, hypnotic, or anxiolytic related disorders]",0.067,1,4.0,Inhibition,"amantadine (IV), esketamine (I), ketamine (I), memantine (III)
 tramadol (IV)",1,0.999,,"apimostinel, neboglamine, rapastinel","acamprosate, amantadine, av-101, azd8108, cns-5161, delucemine, esketamine, evt-101, felbamate, gw468816, indantadol, ketamine, lanicemine, memantine, neramexane, orphenadrine, perzinfotel, radiprodil, ralfinamide, rislenemdaz, tramadol, traxoprodil",
SOX6,GE_972.2 [Hereditary ataxia],0.067,0,0.0,,,0,0.002,,,,
GRN,GE_963.1 [Lipid storage disorders],0.067,0,0.0,,,1,0.01,Activation,,,
ADRA2C,MB_302.1 [Speech and language developmental delay],0.067,0,0.0,,,1,0.999,,"apraclonidine, brimonidine, clonidine, dexmedetomidine, dipivefrin, droxidopa, ephedrine, epinephrine, ergotamine, fadolmidine, guanabenz, guanfacine, hydroxyamphetamine, levonordefrin, lofexidine, mephentermine, methyldopa, methyldopate, naphazoline, norepinephrine, oxymetazoline, tetrahydrozoline, tizanidine, xylometazoline","[3h]norepinephrine, alseroxylon, aviptadil, celiprolol, ergoloid, esmirtazapine, fipamezole, idazoxan, l-norepinephrine, labetalol, mirtazapine, moxisylyte, nan, orm-12741, phenoxybenzamine, phentolamine, rauwolfia serpentina, tolazoline, tramadol",
RPL18A,NS_333.4 [Circadian rhythm sleep disorder],0.067,0,0.0,,,1,0.001,,,"cycloheximide, dorlimomab aritox, mt-3724","ataluren, elx-02"
ROCK1,MS_727.5 [Cyst of bone],0.067,0,0.0,,,1,0.88,,,"ama0076, at-13148, belumosudil, de-104, fasudil, netarsudil, ripasudil, sar-407899, verosudil, y-39983",
PRPF31,SO_380.3 [Optic atrophy],0.067,0,0.0,,,1,0.0,,,,
FLNA,CV_438.41 [Aortic dissection],0.067,0,0.0,,,1,0.007,,simufilam,,
VCP,NS_323.3 [Motor neuron disease],0.067,0,0.0,,,1,0.055,Activation,,,
FNDC3A,SO_369.62 [Keratoconus],0.067,0,0.0,,,0,0.001,,,,
VCAN,CV_438.41 [Aortic dissection],0.067,0,0.0,,,0,0.004,,,,
RPGRIP1,NS_341.1 [Cerebral palsy],0.067,0,0.0,,,1,0.003,,,,
CPM,RE_477.2 [Hypersensitivity pneumonitis],0.067,0,0.0,,,0,0.247,,,,
AR,MS_704.1 [Polyarteritis nodosa and related conditions],0.067,0,0.0,,,1,0.988,,"cr 1447, danazol, dromostanolone, ethylestrenol, fluoxymesterone, methandrostenolone, methyltestosterone, nandrolone, oxandrolone, oxymetholone, stanozolol, testosterone, testosterone cypionate, testosterone enanthate","abiraterone, apalutamide, apc-100, bicalutamide, clascoterone, cyproterone, darolutamide, dimethylcurcumin, enzalutamide, flutamide, galeterone, nilutamide, pruxelutamide, seviteronel, shr3680","azd3514, enobosarm, glpg0492, gsk2849466, gsk2881078, he3235, lgd-2941, ly2452473, mk-0773, vk5211"
CXCL12,NS_341.1 [Cerebral palsy],0.067,0,0.0,,,1,0.098,,,olaptesed,
ROCK2,GU_580.52 [Diffuse membranous glomerulonephritis],0.067,0,0.0,,,1,0.908,,,"ama0076, at-13148, belumosudil, de-104, fasudil, netarsudil, ripasudil, sar-407899, verosudil, y-39983",
VEGFC,SO_386.5 [Color vision deficiencies],0.067,0,0.0,,,1,0.992,,,conbercept,
ATM,CV_441 [Arteriovenous malformation],0.067,0,0.0,,,1,0.832,,,,
SPANXN3,SO_369.62 [Keratoconus],0.067,0,0.0,,,0,0.0,,,,
TUBB4B,SO_386.5 [Color vision deficiencies],0.067,0,0.0,,,1,0.974,,,"abt-751, ang1005, anvatabart opadotin, aprutumab ixadotin, asg-5me, azintuxizumab vedotin, belantamab mafodotin, bivatuzumab, brentuximab vedotin, cabazitaxel, cantuzumab, colchicine, crolibulin, docetaxel, docetaxel anhydrous, dolastatin-10, enapotamab vedotin, enfortumab vedotin, eribulin, fosbretabulin, glembatumumab vedotin, indibulin, indusatumab vedotin, ixabepilone, ladiratuzumab vedotin, lexibulin, lifastuzumab vedotin, lorvotuzumab, mebendazole, milataxel, mirvetuximab soravtansine, ombrabulin, paclitaxel, pf-06263507, pinatuzumab vedotin, plinabulin, plocabulin, polatuzumab vedotin, praluzatamab ravtansine, rg-7600, rg-7636, rg-7841, soblidotin, sofituzumab vedotin, telisotuzumab vedotin, tisotumab vedotin, trastuzumab emtansine, tusamitamab ravtansine, vandortuzumab vedotin, vinblastine, vincristine, vinflunine, vinorelbine","ags-16c3f, bms-275183, davunetide, epothilone d, fosbretabulin tromethamine, kos-1584, larotaxel, paclitaxel docosahexaenoic acid, paclitaxel poliglumex, patupilone, sagopilone, t-900607, verubulin"
FOXP3,MS_705.2 [Juvenile rheumatoid arthritis [JRA/JIA]],0.067,0,0.0,,,1,0.066,Activation,,,
VEGFA,RE_484.1 [Spontaneous pneumothorax],0.067,0,0.0,,,1,0.978,,,"abicipar, aflibercept, bevacizumab, brolucizumab, conbercept, faricimab, muparfostat, pegaptanib, ranibizumab, vanucizumab","bevacizumab 111in, bevasiranib"
HIF1A,MS_700.43 [Polymyositis],0.067,0,0.0,,,1,0.891,,,,
ACLY,GE_963.1 [Lipid storage disorders],0.067,0,0.0,,,1,0.013,,,bempedoic acid,
TANC2,MB_302.1 [Speech and language developmental delay],0.067,0,0.0,,,0,0.002,,,,
TG,CM_772.2 [Congenital hypothyroidism],0.067,0,0.0,,,0,0.076,Activation,,,
BDNF,MS_712.51 [Hypermobility syndrome],0.067,0,0.0,,,0,0.287,,,,
LGALS1,BI_161.2 [Extrinsic (acquired) hemolytic anemias],0.067,0,0.0,,,1,0.012,,,davanat,
PCBP1,EM_209.4 [Diabetes insipidus],0.067,0,0.0,,,1,0.001,,,,
SMARCA4,GE_961.1 [Phakomatoses],0.067,0,0.0,,,1,0.257,,,,
SLC4A2,CM_770.5 [Congenital osteodystrophies],0.067,0,0.0,,,0,0.029,,,,
MTA2,SO_386.5 [Color vision deficiencies],0.067,0,0.0,,,0,0.002,,,,
ADAMTS13,MS_704.2 [Wegener's granulomatosis],0.067,0,0.0,,,1,0.005,Activation,,,
ATF7IP,GE_973.5 [Huntington's disease],0.067,0,0.0,,,0,0.0,,,,
PTPRC,GE_978.3 [Osteochondrodysplasias],0.067,0,0.0,,,1,0.226,,,,"ahn-12, bc8 131i"
SHANK3,SO_386.5 [Color vision deficiencies],0.067,0,0.0,,,1,0.024,,,,
GLUL,GE_972.2 [Hereditary ataxia],0.067,0,0.0,,,0,0.031,,,,
EZH2,CM_750.16 [Arnold-Chiari syndrome*],0.067,0,0.0,,,1,0.917,,,"gsk2816126, tazemetostat",
COL8A2,SO_369.62 [Keratoconus],0.067,0,0.0,,,0,0.001,Activation,,,
DNMT3B,GE_972.9 [Muscular dystrophy],0.067,0,0.0,,,1,0.142,,,,
PPME1,RE_484.1 [Spontaneous pneumothorax],0.067,0,0.0,,,0,0.243,,,,
MARK2,DE_663.2 [Pemphigoid],0.067,0,0.0,,,0,0.002,,,,
ANLN,GU_580.52 [Diffuse membranous glomerulonephritis],0.067,0,0.0,,,0,0.002,,,,
NOVA1,GE_963.1 [Lipid storage disorders],0.067,0,0.0,,,0,0.002,,,,
FGFR1,DE_663.1 [Pemphigus],0.067,0,0.0,,,1,0.998,,,"azd-4547, brivanib, brivanib alaninate, cp-459632, derazantinib, e-7090, enmd-981693, erdafitinib, fgfr inhibitor debio 1347, futibatinib, hmpl-453, infigratinib, lucitanib, ly-2874455, nintedanib, nintedanib esylate, orantinib, pazopanib, pd-0166285, pemigatinib, regorafenib, rg-1530, rogaratinib, sorafenib, surufatinib, tg100-801, xl-999",
EZH2,GE_972.9 [Muscular dystrophy],0.067,0,0.0,,,1,0.917,,,"gsk2816126, tazemetostat",
TLR8,SO_380.3 [Optic atrophy],0.067,0,0.0,,,1,0.975,,"motolimod, resiquimod, selgantolimod, telratolimod","bazlitoran, enpatoran",
APC,GE_961.1 [Phakomatoses],0.067,0,0.0,,,1,0.014,Activation,,,
SLC1A2,NS_341.1 [Cerebral palsy],0.067,0,0.0,,,0,0.978,,,,
TAC1,MS_700.3 [Systemic sclerosis],0.067,0,0.0,,,0,0.076,,,,
LMNA,GU_580.1 [Acute nephritic syndrome],0.067,0,0.0,,,1,0.018,,,,
SMAD6,CV_433.3 [Cerebrovascular insufficiency],0.067,0,0.0,,,0,0.001,,,,
WNT16,MS_727.3 [Osteitis deformans [Paget's disease of bone]],0.067,0,0.0,,,0,0.001,Inhibition,,,
GSK3B,GI_540.11 [Autoimmune hepatitis],0.067,0,0.0,,,1,0.938,,,"azd-1080, elraglusib, lithium, lithium anhydrous, ly-2090314, tideglusib",
ITGB1,MS_700.3 [Systemic sclerosis],0.067,1,2.0,Inhibition,abituzumab (II),1,0.976,,,"abituzumab, atn-161, firategrast, natalizumab, volociximab",
MAP3K5,GE_972.1 [Hereditary neuropathy],0.067,0,0.0,,,1,0.515,,,selonsertib,
EDNRB,MS_704.2 [Wegener's granulomatosis],0.067,0,0.0,,,1,0.999,,,"ambrisentan, aprocitentan, bosentan, darusentan, enrasentan, macitentan, sitaxentan, tezosentan",rg-7636
CYLC1,CM_751.213 [Congenital cataract],0.067,0,0.0,,,0,0.0,,,,
PHGDH,NS_341.1 [Cerebral palsy],0.067,0,0.0,,,0,0.008,,,,
TCF4,NS_333.4 [Circadian rhythm sleep disorder],0.067,0,0.0,,,1,0.093,Activation,,,
SUPT6H,CV_414.1 [Hypertrophic cardiomyopathy],0.067,0,0.0,,,0,0.001,,,,
PITX2,NS_323.3 [Motor neuron disease],0.067,0,0.0,,,0,0.002,,,,
YME1L1,GE_978.22 [Ehler's Danlos syndrome],0.067,0,0.0,,,1,0.001,,,,
COX6A1,GE_972.2 [Hereditary ataxia],0.067,0,0.0,,,0,0.046,Activation,,,
NFATC1,CM_763.31 [Ventricular septal defect],0.067,0,0.0,,,1,0.061,Activation,,,
MAPK8IP3,CV_414.1 [Hypertrophic cardiomyopathy],0.067,0,0.0,,,0,0.004,,,,
CACNA2D4,GE_972.2 [Hereditary ataxia],0.067,1,4.0,Other or unknown,gabapentin (IV),1,0.99,,,"bepridil, enflurane, phloroglucinol, suloctidil, terodiline","atagabalin, gabapentin, gabapentin enacarbil, imagabalin, pregabalin"
SP4,MS_700.43 [Polymyositis],0.067,0,0.0,,,0,0.0,,,,
TTC21B,GU_580.51 [Focal and segmental glomerular lesions*],0.067,0,0.0,,,0,0.002,,,,
LHX5,GE_972.2 [Hereditary ataxia],0.067,0,0.0,,,0,0.0,,,,
POLG,GE_972.9 [Muscular dystrophy],0.067,0,0.0,,,0,0.004,,,,
CPEB4,MB_302.1 [Speech and language developmental delay],0.067,0,0.0,,,0,0.002,,,,
BMPR2,MS_700.3 [Systemic sclerosis],0.067,0,0.0,,,1,0.232,,"dibotermin, eptotermin",,
NFATC2,NS_333.7 [Narcolepsy],0.067,0,0.0,,,0,0.102,,,,
PPARG,GU_580.52 [Diffuse membranous glomerulonephritis],0.067,1,1.0,Activation,rosiglitazone (I),1,0.998,,"aleglitazar, ave0847, balaglitazone, balsalazide, bezafibrate, chiglitazar, clx-0921, db959, efatutazone, etalocib, farglitazar, imiglitazar, indeglitazar, lanifibranor, leriglitazone, mesalamine, mk-0767, muraglitazar, naveglitazar, olsalazine, oms405, pioglitazone, rivoglitazone, rosiglitazone, saroglitazar, sodelglitazar, tesaglitazar, troglitazone","bardoxolone methyl, icosapent","arhalofenate, atx08-001, int131, mbx-2044, mk-0533, netoglitazone"
DAG1,GU_580.52 [Diffuse membranous glomerulonephritis],0.067,0,0.0,,,1,0.044,,,,
DYNLL2,SO_386.6 [Night blindness],0.067,0,0.0,,,0,0.002,,,,
MYH9,CV_433.3 [Cerebrovascular insufficiency],0.067,0,0.0,,,0,0.013,,,,
OFD1,SO_369.62 [Keratoconus],0.067,0,0.0,,,0,0.001,,,,
EPC1,GE_964.3 [Glycogen storage disease],0.067,0,0.0,,,0,0.001,,,,
BRCA1,NS_341.1 [Cerebral palsy],0.067,0,0.0,,,1,0.141,,,,
TUBB2A,GE_972.1 [Hereditary neuropathy],0.067,1,4.0,Inhibition,"chembl499458 (IV), paclitaxel (III), vincristine (IV)",1,0.975,,,"abt-751, ang1005, anvatabart opadotin, aprutumab ixadotin, asg-5me, azintuxizumab vedotin, belantamab mafodotin, bivatuzumab, brentuximab vedotin, cabazitaxel, cantuzumab, colchicine, crolibulin, docetaxel, docetaxel anhydrous, dolastatin-10, enapotamab vedotin, enfortumab vedotin, eribulin, fosbretabulin, glembatumumab vedotin, indibulin, indusatumab vedotin, ixabepilone, ladiratuzumab vedotin, lexibulin, lifastuzumab vedotin, lorvotuzumab, milataxel, mirvetuximab soravtansine, ombrabulin, paclitaxel, pf-06263507, pinatuzumab vedotin, plinabulin, plocabulin, polatuzumab vedotin, praluzatamab ravtansine, rg-7600, rg-7636, rg-7841, soblidotin, sofituzumab vedotin, telisotuzumab vedotin, tisotumab vedotin, trastuzumab emtansine, tusamitamab ravtansine, vandortuzumab vedotin, vinblastine, vincristine, vinflunine, vinorelbine","ags-16c3f, bms-275183, davunetide, epothilone d, fosbretabulin tromethamine, kos-1584, larotaxel, paclitaxel docosahexaenoic acid, paclitaxel poliglumex, patupilone, sagopilone, t-900607, verubulin"
SLC40A1,CV_414.1 [Hypertrophic cardiomyopathy],0.067,0,0.0,,,1,0.24,,,,
AMPD2,GE_972.2 [Hereditary ataxia],0.067,0,0.0,,,0,0.075,Activation,,,
DCLK1,GE_972.2 [Hereditary ataxia],0.067,0,0.0,,,1,0.107,,,,
NUBPL,GE_972.2 [Hereditary ataxia],0.067,0,0.0,,,0,0.006,,,,
KCNJ13,SO_369.62 [Keratoconus],0.067,0,0.0,,,1,0.517,,,,
FN1,GE_972.9 [Muscular dystrophy],0.067,0,0.0,,,1,0.925,,,,"as-1409, l19il2, l19sip 131i, l19tnfa, mu-bc-1, ocriplasmin, radretumab"
CTF1,NS_323.3 [Motor neuron disease],0.067,1,0.5,Other or unknown,unknown,1,0.374,Activation,,,
AHR,GE_966.2 [Disorders of porphyrin metabolism],0.067,0,0.0,,,1,0.364,,tapinarof,,
NFASC,GE_961.1 [Phakomatoses],0.067,0,0.0,,,0,0.094,,,,
CP,MS_712.51 [Hypermobility syndrome],0.067,0,0.0,,,0,0.063,,,,
ST14,GE_977.1 [Congenital ichthyosis],0.067,0,0.0,,,1,0.441,Activation,,,
EBF1,CM_770.5 [Congenital osteodystrophies],0.067,0,0.0,,,0,0.013,Activation,,,
GRIN2B,NS_328.13 [Frontotemporal dementia [FTD]],0.067,1,4.0,Inhibition,memantine (IV),1,0.998,,"apimostinel, neboglamine, rapastinel","acamprosate, amantadine, av-101, azd8108, cns-5161, delucemine, esketamine, evt-101, felbamate, gw468816, indantadol, ketamine, lanicemine, memantine, neramexane, orphenadrine, perzinfotel, radiprodil, ralfinamide, rislenemdaz, tramadol, traxoprodil",
FLT4,CV_414.1 [Hypertrophic cardiomyopathy],0.067,0,0.0,,,1,0.999,,,"4sc-203, ag-13958, axitinib, bms-690514, brivanib, brivanib alaninate, catequentinib, cediranib, cep-11981, cep-5214, cep-7055, cp-459632, dovitinib, famitinib, foretinib, fruquintinib, glesatinib, ibcasertib, ilorasertib, imc-3c5, jnj-26483327, krn-633, l-21649, lenvatinib, linifanib, lucitanib, motesanib, nintedanib, nintedanib esylate, osi-930, pazopanib, regorafenib, rg-1530, semaxanib, sorafenib, su-014813, sunitinib, surufatinib, tak-593, telatinib, tivozanib, vandetanib, vatalanib, x-82, xl-820, xl-999",
CACNA1E,CM_770.5 [Congenital osteodystrophies],0.067,0,0.0,,,1,1.0,,,"bepridil, enflurane, lamotrigine, phloroglucinol, suloctidil, terodiline","atagabalin, gabapentin, gabapentin enacarbil, imagabalin, pregabalin"
PLD3,GE_972.2 [Hereditary ataxia],0.067,0,0.0,,,0,0.002,,,,
RPL30,NS_324.2 [Degenerative diseases of the basal ganglia (excluding parkinsonism)],0.067,0,0.0,,,1,0.001,,,"cycloheximide, dorlimomab aritox, mt-3724","ataluren, elx-02"
DICER1,GU_580.1 [Acute nephritic syndrome],0.067,0,0.0,,,1,0.006,,,,
MYCN,CV_433.3 [Cerebrovascular insufficiency],0.067,0,0.0,,,1,0.005,,,,
HDAC5,GE_976.5 [Polycystic kidney disease],0.067,0,0.0,,,1,0.996,,,"abexinostat, belinostat, cudc-101, entinostat, fimepinostat, panobinostat, quisinostat, romidepsin, tacedinaline",
NAMPT,GE_964.3 [Glycogen storage disease],0.067,0,0.0,,,1,0.6,Activation,,"daporinad, teglarinad",
CDH11,MS_700.3 [Systemic sclerosis],0.067,1,2.0,Other or unknown,unknown,1,0.061,,,,
PRKCE,CV_433.3 [Cerebrovascular insufficiency],0.067,1,0.5,Other or unknown,unknown,1,0.753,,,"cep-2563, gsk-690693, kai-1678, midostaurin, sotrastaurin, tamoxifen, ucn-01",
KLHL24,CV_414.1 [Hypertrophic cardiomyopathy],0.067,0,0.0,,,0,0.009,,,,
SNRNP70,MS_700.3 [Systemic sclerosis],0.067,0,0.0,,,1,0.0,,,,
RRAGB,EM_209.4 [Diabetes insipidus],0.067,0,0.0,,,0,0.001,,,,
HIF1A,CV_416.8 [Pre-excitation syndrome [Anomalous atrioventricular excitation]],0.067,0,0.0,,,1,0.891,,,,
DNMT1,GI_540.11 [Autoimmune hepatitis],0.067,0,0.0,,,1,0.994,,,"azacitidine, decitabine",
COL11A1,GE_963.1 [Lipid storage disorders],0.067,0,0.0,,,1,0.004,,,,"collagenase clostridium histolyticum, ocriplasmin"
GABRB3,"MB_280.4 [Sedative, hypnotic, or anxiolytic related disorders]",0.067,1,4.0,Activation,"alprazolam (I), flumazenil (II), isoflurane (II), lorazepam (I)
 midazolam (I), pentobarbital (I), propofol (IV), remimazolam (I)
 sevoflurane (IV), triazolam (II)",1,1.0,,"abp-700, acamprosate, adipiplon, alprazolam, brexanolone, butabarbital, butalbital, cenobamate, chlordiazepoxide, cipepofol, clobazam, clomethiazole, clonazepam, clorazepate, clorazepic acid, clotiazepam, darigabat, desflurane, diazepam, enflurane, estazolam, eszopiclone, etazolate, ethchlorvynol, etomidate, flunitrazepam, flurazepam, gaboxadol, ganaxolone, glutethimide, halazepam, halothane, isoflurane, lorazepam, lorediplon, meprobamate, methaqualone, metharbital, methohexital, methoxyflurane, methyprylon, midazolam, oxazepam, padsevonil, pagoclone, pentobarbital, prazepam, primidone, propofol, quazepam, remimazolam, secobarbital, sevoflurane, talbutal, temazepam, tetrazepam, thiamylal, thiopental, topiramate, triazolam, triclofos, zopiclone, zuranolone","etifoxine, flumazenil, resequinil",
FLT1,CV_433.3 [Cerebrovascular insufficiency],0.067,0,0.0,,,1,0.999,,telbermin,"4sc-203, aee-788, ag-13958, axitinib, bms-690514, brivanib, brivanib alaninate, cediranib, cep-11981, cep-5214, cep-7055, cp-459632, dovitinib, famitinib, foretinib, fruquintinib, glesatinib, ibcasertib, icrucumab, ilorasertib, krn-633, l-21649, lenvatinib, linifanib, lucitanib, motesanib, nintedanib, nintedanib esylate, osi-930, pazopanib, regorafenib, rg-1530, semaxanib, sorafenib, su-014813, sunitinib, surufatinib, tak-593, tg100-801, tivozanib, vandetanib, vatalanib, x-82, xl-820, xl-999",agn-211745
ATM,BI_179.1 [Hypogammaglobulinemia NOS],0.067,0,0.0,,,1,0.832,,,,
SOS1,NS_344.11 [Communicating hydrocephalus],0.067,0,0.0,,,1,0.287,,,,
LYN,GU_580.1 [Acute nephritic syndrome],0.067,0,0.0,,,1,0.988,,tolimidone,"bafetinib, bosutinib, dasatinib, enmd-981693, ilorasertib, jnj-26483327, tg100-801, xl-228",
TMEM38B,CM_770.5 [Congenital osteodystrophies],0.067,0,0.0,,,0,0.0,Activation,,,
PMPCA,SO_380.3 [Optic atrophy],0.067,0,0.0,,,0,0.003,,,,
OR4M2,GE_970.2 [Thalassemia],0.067,0,0.0,,,0,0.0,,,,
COL9A3,CM_770.5 [Congenital osteodystrophies],0.067,0,0.0,,,0,0.006,Activation,,,
JPH3,NS_323.3 [Motor neuron disease],0.066,0,0.0,,,0,0.005,,,,
SMOC2,CM_770.5 [Congenital osteodystrophies],0.066,0,0.0,,,0,0.0,,,,
MERTK,SO_369.62 [Keratoconus],0.066,0,0.0,,,1,0.806,,,ningetinib,
PKHD1,GU_580.1 [Acute nephritic syndrome],0.066,0,0.0,,,0,0.001,Activation,,,
LRP8,GE_972.2 [Hereditary ataxia],0.066,0,0.0,,,0,0.006,Activation,,,
DROSHA,GE_975.2 [Hereditary hemorrhagic telangiectasia],0.066,0,0.0,,,0,0.0,,,,
CRB2,GU_580.52 [Diffuse membranous glomerulonephritis],0.066,0,0.0,,,0,0.001,Activation,,,
PDE6A,SO_386.5 [Color vision deficiencies],0.066,0,0.0,,,1,0.999,Activation,,"dipyridamole, pentoxifylline",
WNT5A,CM_770.5 [Congenital osteodystrophies],0.066,0,0.0,,,1,0.004,Activation,,,
MT-CO1,NS_341.1 [Cerebral palsy],0.066,0,0.0,,,0,0.015,,,,
VEGFA,EM_209.13 [Hyperprolactinemia*],0.066,0,0.0,,,1,0.978,,,"abicipar, aflibercept, bevacizumab, brolucizumab, conbercept, faricimab, muparfostat, pegaptanib, ranibizumab, vanucizumab","bevacizumab 111in, bevasiranib"
KIF5B,NS_323.3 [Motor neuron disease],0.066,0,0.0,,,1,0.003,,,"pralsetinib, selpercatinib",
CHD7,MS_700.3 [Systemic sclerosis],0.066,0,0.0,,,0,0.001,,,,
DDI2,CM_750.16 [Arnold-Chiari syndrome*],0.066,0,0.0,,,0,0.0,,,,
EBF2,GE_972.1 [Hereditary neuropathy],0.066,0,0.0,,,0,0.005,,,,
FN1,MS_712.51 [Hypermobility syndrome],0.066,0,0.0,,,1,0.925,,,,"as-1409, l19il2, l19sip 131i, l19tnfa, mu-bc-1, ocriplasmin, radretumab"
SPIN1,GU_580.1 [Acute nephritic syndrome],0.066,0,0.0,,,0,0.0,,,,
MYOD1,EM_208.1 [Hypoparathyroidism],0.066,0,0.0,,,0,0.003,,,,
PHC3,GE_961.1 [Phakomatoses],0.066,0,0.0,,,0,0.0,,,,
COL6A3,GE_972.1 [Hereditary neuropathy],0.066,0,0.0,,,1,0.029,Activation,,,"collagenase clostridium histolyticum, ocriplasmin"
NBN,BI_179.1 [Hypogammaglobulinemia NOS],0.066,0,0.0,,,0,0.002,,,,
CDK8,GE_972.2 [Hereditary ataxia],0.066,0,0.0,,,1,0.365,,,"at-7519, azd-5438, pha-793887, roniciclib",
SMAD3,GI_540.11 [Autoimmune hepatitis],0.066,0,0.0,,,1,0.081,,,,
FBN2,GE_978.21 [Marfan syndrome],0.066,0,0.0,,,0,0.011,,,,
BECN1,CV_433.3 [Cerebrovascular insufficiency],0.066,0,0.0,,,0,0.026,,,,
HNRNPC,BI_161.2 [Extrinsic (acquired) hemolytic anemias],0.066,0,0.0,,,0,0.003,,,,
RAD51B,GI_542.8 [Biliary cirrhosis],0.066,0,0.0,,,0,0.001,,,,
KIF1C,GE_972.2 [Hereditary ataxia],0.066,0,0.0,,,0,0.001,Activation,,,
EYA1,GU_580.52 [Diffuse membranous glomerulonephritis],0.066,0,0.0,,,0,0.001,,,,
