Gene,Phecode,RareGPS,Indication,Max phase,Gene expression,HGMD,Locus2gene,Mouse models,OTP clinical genetics,Text mining,Common variants,Rare variants,Rare variants (gene-level),Ultrarare variants (gene-level),Mantis-ML,Sources
CSNK1A1,CV_441 [Arteriovenous malformation],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.205,,,0.29,1
RPL26,GE_963.1 [Lipid storage disorders],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.03,,,0.325,1
HIF1A,MS_712.51 [Hypermobility syndrome],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.109,2.33,1.972,0.338,0.255,,2
PML,GI_542.8 [Biliary cirrhosis],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.794,1.861,1.413,0.085,0.128,,2
ACVR1B,DE_663.1 [Pemphigus],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,2.272,0.056,0.038,0.06,,2
VAV1,BI_161.2 [Extrinsic (acquired) hemolytic anemias],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,,3.29,2.667,1.566,0.95,3
ATP2B4,GE_961.1 [Phakomatoses],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1.585,2.875,0.206,0.16,0.207,3
CRTC1,GE_972.2 [Hereditary ataxia],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.144,1.889,0.566,0.187,0.117,0.549,3
CBL,BI_179.1 [Hypogammaglobulinemia NOS],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.081,0.206,0.184,0.98,2
GCLC,GE_961.1 [Phakomatoses],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.164,1.791,2.967,0.174,0.146,0.428,3
SYK,MS_700.3 [Systemic sclerosis],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,2.791,1.747,0.247,0.156,,2
RPS10,GE_961.1 [Phakomatoses],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.027,,,0.277,1
CD19,MS_700.3 [Systemic sclerosis],0.066,1,3.0,0.0,0.0,0.0,0.0,0.0,0.463,,2.372,0.231,0.118,,2
IGF2BP2,MS_705.2 [Juvenile rheumatoid arthritis [JRA/JIA]],0.066,0,0.0,0.08,0.0,0.0,0.0,0.0,0.03,1.908,0.086,0.077,0.089,,3
ROCK2,MS_700.3 [Systemic sclerosis],0.066,1,2.0,0.0,0.0,0.0,0.0,0.0,0.029,2.516,2.114,0.135,0.207,,2
PPIP5K2,SO_369.62 [Keratoconus],0.066,0,0.0,0.0,0.532,0.0,0.0,0.0,0.084,1.309,3.356,0.832,0.217,0.122,4
HIF1A,GI_540.11 [Autoimmune hepatitis],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,2.794,2.439,0.35,0.181,,2
GAS1,NS_341.1 [Cerebral palsy],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,2.571,0.676,0.023,0.041,0.456,3
IL1B,DE_663.2 [Pemphigoid],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,,0.124,0.119,0.066,,1
GABRA3,GE_983.2 [Hemoglobin C trait [Sickle-cell trait]],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,1.576,,0.174,,1
SLC2A3,GE_972.9 [Muscular dystrophy],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.097,2.068,3.157,2.428,0.101,0.268,3
LBR,GI_542.8 [Biliary cirrhosis],0.066,0,0.0,0.0,0.654,0.0,0.0,0.0,0.216,1.467,2.388,0.449,0.227,,3
CLINT1,CV_433.3 [Cerebrovascular insufficiency],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,2.014,0.375,0.13,0.149,0.127,3
ATXN1,CM_770.5 [Congenital osteodystrophies],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,2.484,2.111,0.312,0.135,0.33,3
TEK,GE_978.3 [Osteochondrodysplasias],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,2.263,1.708,0.168,0.152,,2
LDHA,BI_161.2 [Extrinsic (acquired) hemolytic anemias],0.066,0,0.0,0.0,0.0,0.0,0.306,0.0,0.066,,2.637,0.085,0.117,0.918,4
WDFY3,MS_704.1 [Polyarteritis nodosa and related conditions],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,3.517,3.913,2.045,0.219,,2
PNKP,GE_972.2 [Hereditary ataxia],0.066,0,0.0,0.0,0.877,0.0,0.0,0.702,0.122,,2.086,1.784,0.228,0.916,4
EIF5A,BI_179.1 [Hypogammaglobulinemia NOS],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.081,,0.014,0.286,1
SCN8A,GE_961.1 [Phakomatoses],0.066,1,2.0,0.0,0.0,0.0,0.0,0.0,0.04,3.024,2.464,0.195,2.159,0.233,3
SSBP3,CM_750.16 [Arnold-Chiari syndrome*],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.949,0.171,,,0.207,2
PTGS2,GE_978.21 [Marfan syndrome],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.047,1.912,0.074,0.062,0.072,,2
GLP1R,CV_433.3 [Cerebrovascular insufficiency],0.066,1,2.0,0.0,0.0,0.0,0.0,0.0,0.275,1.4,2.548,0.167,0.134,0.196,3
MAP4K4,CM_770.5 [Congenital osteodystrophies],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,1.79,1.627,0.256,0.209,0.416,3
MSTN,GE_973.5 [Huntington's disease],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.381,,0.21,0.24,0.043,,1
ZFPM2,CV_414.1 [Hypertrophic cardiomyopathy],0.066,0,0.0,0.0,0.0,0.0,0.588,0.0,0.018,2.284,2.68,0.414,0.21,0.342,4
CALM1,GE_972.2 [Hereditary ataxia],0.066,0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,2.637,0.082,,,0.319,3
NCOA3,SO_386.5 [Color vision deficiencies],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,1.334,3.501,0.474,0.171,0.246,3
RPSA,EM_209.4 [Diabetes insipidus],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.209,,,0.252,2
GJA10,SO_386.5 [Color vision deficiencies],0.066,0,0.0,0.0,0.0,0.0,0.428,0.0,0.0,,0.61,0.423,0.111,0.916,2
HIF1A,CV_441 [Arteriovenous malformation],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,1.896,1.987,0.354,0.217,0.966,3
TET1,CV_414.1 [Hypertrophic cardiomyopathy],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.213,1.433,2.693,0.202,0.237,0.118,3
CFL1,CV_416.8 [Pre-excitation syndrome [Anomalous atrioventricular excitation]],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.07,,,0.335,1
RPS10,NS_333.4 [Circadian rhythm sleep disorder],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.021,,,0.271,1
IKBKG,GE_961.1 [Phakomatoses],0.066,0,0.0,0.0,0.0,0.0,0.0,0.901,0.346,,2.814,0.412,0.088,0.411,4
PPP2R2C,CV_433.3 [Cerebrovascular insufficiency],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.265,0.12,,0.106,0.139,2
RPS10-NUDT3,NS_341.1 [Cerebral palsy],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.105,0.025,0.028,0.319,1
ATM,NS_341.1 [Cerebral palsy],0.066,0,0.0,0.0,0.684,0.0,0.0,0.0,0.068,2.201,3.954,0.748,0.412,0.97,4
RTN4IP1,GE_972.2 [Hereditary ataxia],0.066,0,0.0,0.0,0.547,0.0,0.0,0.0,0.086,,1.852,0.323,0.167,0.498,4
CACNA1S,GE_972.9 [Muscular dystrophy],0.066,0,0.0,0.0,0.745,0.0,0.299,0.525,0.041,1.587,3.51,0.528,0.255,0.902,5
FTH1,RE_484.1 [Spontaneous pneumothorax],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,2.06,0.513,0.041,0.058,0.322,3
SSBP3,GI_516.1 [Pyloric stenosis],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.031,0.287,,,0.259,2
PODXL,GE_963.1 [Lipid storage disorders],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.099,3.228,3.109,2.926,0.062,0.091,3
RUNX1,CV_433.3 [Cerebrovascular insufficiency],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.986,3.135,0.356,1.853,0.973,2
DRD1,NS_323.3 [Motor neuron disease],0.066,1,2.0,0.0,0.0,0.0,0.0,0.0,0.03,2.726,1.75,0.205,0.136,0.441,3
INS,CV_414.1 [Hypertrophic cardiomyopathy],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.441,,0.085,0.981,2
CHUK,GE_973.5 [Huntington's disease],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.101,,0.189,0.071,0.06,,1
BLNK,BI_179.1 [Hypogammaglobulinemia NOS],0.066,0,0.0,0.0,0.836,0.0,0.0,0.503,0.113,1.726,3.548,1.495,0.095,0.983,4
BBS1,SO_369.62 [Keratoconus],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.194,0.096,0.147,0.996,2
INF2,GU_580.52 [Diffuse membranous glomerulonephritis],0.066,0,0.0,0.0,0.0,0.0,0.0,0.877,0.196,2.223,2.419,0.305,0.094,,3
SRSF4,EM_211.1 [Adrenal hyperfunction],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.164,1.699,2.627,0.119,0.11,,2
NAB2,GE_961.1 [Phakomatoses],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,,0.177,0.073,1.669,0.195,3
SNRPD2,BI_161.2 [Extrinsic (acquired) hemolytic anemias],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.063,,,0.156,1
HMGCR,CV_433.3 [Cerebrovascular insufficiency],0.066,1,4.0,0.0,0.0,0.0,0.0,0.0,0.047,1.405,0.87,0.334,0.177,0.632,3
TRAPPC2,GE_970.1 [Sickle-cell disorders],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.039,,0.272,,0
TUBB4B,GE_963.1 [Lipid storage disorders],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.061,,0.013,0.307,1
SMARCA2,MB_306 [Conduct disorders],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,2.677,1.633,0.202,0.157,,2
MKLN1,DE_663.3 [Dermatitis herpetiformis],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,2.048,0.084,0.047,0.083,,2
BMP4,SO_369.62 [Keratoconus],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.122,3.715,2.324,0.304,0.126,0.441,3
YPEL5,EM_209.4 [Diabetes insipidus],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.033,,,0.167,1
GLI2,MS_700.3 [Systemic sclerosis],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,2.243,2.895,0.336,0.341,,2
SLC39A13,MS_712.51 [Hypermobility syndrome],0.066,0,0.0,0.0,0.0,0.0,0.271,0.2,0.354,1.766,0.233,0.05,0.21,,4
CDKN1A,NS_344.2 [Benign intracranial hypertension],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.353,0.923,0.884,2.436,0.965,2
EP300,MB_302.1 [Speech and language developmental delay],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,2.346,1.556,0.345,1.6,0.895,3
AGTR1,GE_976.5 [Polycystic kidney disease],0.066,1,4.0,0.0,0.0,0.0,0.264,0.0,0.32,1.981,2.653,0.351,0.206,,3
RPL7A,GE_963.1 [Lipid storage disorders],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.926,0.03,0.024,0.298,2
GJA1,CV_414.1 [Hypertrophic cardiomyopathy],0.066,0,0.0,0.0,0.0,0.0,0.738,0.0,0.191,3.373,0.395,0.066,1.786,0.892,4
PIM1,CV_438.41 [Aortic dissection],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.628,0.171,,,0.219,2
SLC6A3,GE_978.3 [Osteochondrodysplasias],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,2.611,3.452,0.146,1.631,,2
FOXO3,GE_970.2 [Thalassemia],0.066,0,0.0,0.0,0.0,0.0,0.32,0.0,0.059,2.241,1.194,0.505,1.152,,3
MT-CO3,CV_414.1 [Hypertrophic cardiomyopathy],0.066,0,0.0,0.0,0.0,0.0,0.0,0.452,0.018,,,,,,2
QRSL1,EM_208.1 [Hypoparathyroidism],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,2.145,2.862,2.319,0.269,0.143,3
KDR,DE_663.2 [Pemphigoid],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.108,2.871,2.638,0.589,0.22,,2
FOS,GE_972.9 [Muscular dystrophy],0.066,0,0.0,0.023,0.0,0.0,0.0,0.0,0.033,2.36,0.451,0.078,0.099,0.913,4
USP11,GE_970.2 [Thalassemia],0.066,0,0.0,0.0,0.0,0.0,0.456,0.0,0.0,,2.021,,0.171,,2
FOXO1,SO_365.3 [Exophthalmos [Proptosis]],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,2.92,1.661,0.045,0.197,0.908,3
RPL26,BI_161.2 [Extrinsic (acquired) hemolytic anemias],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.869,0.06,,,0.129,2
MFRP,SO_369.62 [Keratoconus],0.066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.46,0.422,0.172,0.948,2
MON1B,GE_970.2 [Thalassemia],0.066,0,0.0,0.0,0.0,0.0,0.378,0.0,0.012,2.888,0.45,0.363,0.172,,3
RCC1,GE_961.1 [Phakomatoses],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,1.778,0.124,0.197,0.114,0.191,3
EGFR,NS_341.1 [Cerebral palsy],0.065,0,0.0,0.0,0.0,0.0,0.0,0.129,0.015,3.286,3.068,1.497,0.253,0.993,4
SLC16A1,CV_433.3 [Cerebrovascular insufficiency],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.257,3.004,3.214,3.759,0.119,0.35,3
RP9,SO_369.62 [Keratoconus],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.601,3.175,0.072,0.093,0.997,2
AKTIP,GE_972.9 [Muscular dystrophy],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,,0.059,0.09,2.257,0.268,3
LTBP3,CM_770.5 [Congenital osteodystrophies],0.065,0,0.0,0.0,0.0,0.0,0.289,0.402,0.022,1.346,2.562,0.345,0.646,0.507,5
MT-CO3,GE_972.1 [Hereditary neuropathy],0.065,0,0.0,0.0,0.0,0.0,0.0,0.362,0.012,,,,,,2
TNFAIP3,BI_161.2 [Extrinsic (acquired) hemolytic anemias],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,2.723,2.661,0.32,1.544,0.956,3
PTGS1,GU_580.1 [Acute nephritic syndrome],0.065,1,3.0,0.0,0.0,0.0,0.0,0.0,0.024,,2.426,0.411,0.172,0.911,3
UBN1,BI_161.2 [Extrinsic (acquired) hemolytic anemias],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,,2.399,0.461,0.58,0.226,3
GABRA2,NS_324.2 [Degenerative diseases of the basal ganglia (excluding parkinsonism)],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.955,0.104,,0.099,0.136,2
PODXL,GU_580.1 [Acute nephritic syndrome],0.065,0,0.0,0.0,0.828,0.0,0.0,0.0,0.223,3.373,2.622,0.977,0.099,0.815,4
PGR,GE_964.3 [Glycogen storage disease],0.065,0,0.0,0.0,0.0,0.0,0.266,0.0,0.074,2.445,2.269,0.185,0.106,,3
HDGF,EM_208.1 [Hypoparathyroidism],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.795,,0.025,0.288,2
CAV3,NS_338.1 [Myasthenia gravis],0.065,0,0.0,0.0,0.0,0.0,0.366,0.0,0.13,1.682,3.042,0.165,0.103,,3
WFS1,SO_386.5 [Color vision deficiencies],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.693,4.273,1.664,0.162,0.941,2
LAMA4,CV_414.1 [Hypertrophic cardiomyopathy],0.065,0,0.0,0.0,0.745,0.0,0.451,0.151,0.04,2.867,4.161,1.296,0.281,0.669,5
PPT1,GE_963.1 [Lipid storage disorders],0.065,1,2.0,0.0,0.0,0.0,0.344,0.871,0.067,1.542,2.529,0.205,0.057,0.289,5
FAM167A,MS_700.3 [Systemic sclerosis],0.065,0,0.0,0.0,0.0,0.241,0.0,0.0,0.199,3.286,3.501,1.186,0.191,,2
SLITRK1,CM_770.5 [Congenital osteodystrophies],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.164,3.224,0.323,0.109,0.074,0.527,3
SYNE1,CM_751.213 [Congenital cataract],0.065,0,0.0,0.0,0.547,0.0,0.0,0.0,0.0,2.521,3.731,0.638,0.785,0.92,3
CAMKK2,NS_339.2 [Myotonic disorders],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.243,1.713,4.337,0.187,0.09,,2
STMN1,SO_386.5 [Color vision deficiencies],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.143,0.046,0.032,0.304,1
NOTCH2,CM_770.5 [Congenital osteodystrophies],0.065,0,0.0,0.0,0.0,0.0,0.39,0.852,0.084,,3.193,,0.081,0.813,5
MAF,GU_580.1 [Acute nephritic syndrome],0.065,0,0.0,0.0,0.547,0.0,0.294,0.0,0.0,2.96,1.801,0.069,0.084,0.959,4
HDAC9,NS_323.3 [Motor neuron disease],0.065,1,3.0,0.0,0.0,0.0,0.0,0.0,0.051,2.571,2.711,0.66,0.32,0.148,3
RPL17,RE_484.1 [Spontaneous pneumothorax],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.462,0.182,,,0.222,2
CRYGS,CM_751.213 [Congenital cataract],0.065,0,0.0,0.0,0.813,0.0,0.707,0.755,0.017,,0.169,0.093,0.038,0.994,4
PER3,NS_333.4 [Circadian rhythm sleep disorder],0.065,0,0.0,0.0,0.0,0.0,0.396,0.622,0.078,2.383,3.366,0.652,0.211,0.517,5
COL5A2,NS_348.1 [Syringomyelia and syringobulbia],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,2.25,5.456,2.543,0.147,,2
NHLRC1,GE_972.2 [Hereditary ataxia],0.065,0,0.0,0.0,0.745,0.0,0.269,0.0,0.024,1.969,2.241,0.254,0.123,0.827,5
ILK,CV_414.1 [Hypertrophic cardiomyopathy],0.065,0,0.0,0.0,0.732,0.0,0.0,0.211,0.043,,2.285,0.4,0.286,0.829,4
LRBA,BI_179.1 [Hypogammaglobulinemia NOS],0.065,0,0.0,0.0,0.887,0.0,0.0,0.0,0.031,2.508,3.25,0.393,0.905,0.977,4
IL10,DE_669.2 [Behcet's syndrome],0.065,0,0.0,0.0,0.0,0.446,0.0,0.0,0.771,,1.094,0.045,0.026,,2
TRPC1,MS_700.3 [Systemic sclerosis],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.274,1.341,2.305,0.201,0.572,,2
AGFG1,GE_961.1 [Phakomatoses],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,2.44,2.333,0.175,0.122,0.153,3
GFER,CM_751.213 [Congenital cataract],0.065,0,0.0,0.0,0.547,0.0,0.0,0.0,0.012,,3.242,0.303,0.101,0.216,4
AMELX,DE_663.1 [Pemphigus],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.109,2.969,2.095,0.044,0.034,,2
GFRA1,"EM_209.11 [Tall stature, acromegaly and gigantism]",0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,1.957,0.182,0.102,0.119,,2
LDLR,CV_433.3 [Cerebrovascular insufficiency],0.065,0,0.0,0.0,0.745,0.0,0.0,0.0,0.112,,1.878,0.164,0.175,0.763,4
ADRA2C,NS_344.2 [Benign intracranial hypertension],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.091,3.001,,0.015,0.13,2
AGAP2,CV_414.1 [Hypertrophic cardiomyopathy],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,,2.404,0.418,0.285,0.121,3
CRB2,GU_580.51 [Focal and segmental glomerular lesions*],0.065,0,0.0,0.0,0.0,0.0,0.0,0.802,0.314,2.832,3.707,0.466,0.152,,3
MARCKS,MB_306 [Conduct disorders],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,2.666,2.506,0.018,0.019,,2
IQCB1,SO_369.62 [Keratoconus],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,3.793,1.562,0.21,0.998,2
NF1,NS_341.1 [Cerebral palsy],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,2.042,2.169,0.753,1.358,0.898,3
MET,MS_700.3 [Systemic sclerosis],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.295,2.659,3.208,1.643,0.343,,2
GGNBP2,CV_413.41 [Pulmonary valve stenosis],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.126,0.038,0.011,0.203,1
DRD2,"MB_280.4 [Sedative, hypnotic, or anxiolytic related disorders]",0.065,1,4.0,0.0,0.0,0.0,0.0,0.0,0.143,1.74,2.943,0.511,0.093,,2
JAM3,CM_751.213 [Congenital cataract],0.065,0,0.0,0.0,0.547,0.0,0.0,0.0,0.126,2.372,2.4,0.19,0.103,0.399,4
TLE3,EM_249.1 [Cerebral amyloid angiopathy*],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.122,3.627,0.574,0.632,1.929,,2
CYP7A1,GI_542.8 [Biliary cirrhosis],0.065,0,0.0,0.0,0.304,0.0,0.0,0.0,0.123,2.267,1.606,0.226,0.239,,3
BICC1,GE_976.5 [Polycystic kidney disease],0.065,0,0.0,0.0,0.0,0.0,0.384,0.0,0.088,4.114,3.226,0.29,0.283,,3
FOXO1,CM_763.31 [Ventricular septal defect],0.065,0,0.0,0.0,0.547,0.0,0.0,0.0,0.055,2.545,1.522,0.035,0.083,0.948,4
LRRC3B,EM_209.12 [Syndrome of inappropriate secretion of antidiuretic hormone],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.732,0.139,,0.131,,1
MEF2A,CV_414.1 [Hypertrophic cardiomyopathy],0.065,0,0.0,0.0,0.0,0.0,0.541,0.0,0.407,2.377,2.77,0.396,0.475,0.374,4
VAMP2,BI_179.1 [Hypogammaglobulinemia NOS],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.203,,0.019,0.305,1
INPP5D,GE_961.1 [Phakomatoses],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,2.147,0.6,0.228,0.2,0.267,3
KRT17,GE_977.1 [Congenital ichthyosis],0.065,0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,,0.306,0.142,0.082,0.977,2
VEGFC,GE_963.1 [Lipid storage disorders],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,2.061,3.447,,2.065,0.313,3
ISY1-RAB43,NS_341.1 [Cerebral palsy],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.04,,,0.264,1
RELA,MS_727.5 [Cyst of bone],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.429,,3.242,0.106,0.151,,2
TERF2,SO_386.5 [Color vision deficiencies],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.125,,0.023,0.328,1
HIF1A,GE_973.5 [Huntington's disease],0.065,1,0.5,0.0,0.0,0.0,0.0,0.0,0.177,2.337,0.47,0.098,0.058,,2
RPS29,GE_963.1 [Lipid storage disorders],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.512,0.031,,,0.258,2
PTGS2,GE_978.3 [Osteochondrodysplasias],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,1.871,0.091,0.079,0.095,,2
MMP9,CM_770.5 [Congenital osteodystrophies],0.065,0,0.0,0.0,0.796,0.0,0.358,0.0,0.059,,4.163,0.88,0.173,0.982,5
SUCNR1,GE_961.1 [Phakomatoses],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1.88,1.877,0.037,0.122,0.077,3
EIF5A,NS_333.4 [Circadian rhythm sleep disorder],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.09,,0.024,0.298,1
DRD1,NS_333.7 [Narcolepsy],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.073,2.509,1.799,0.089,0.065,,2
HDAC2,DE_663.2 [Pemphigoid],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.238,1.716,2.14,0.132,0.08,,2
FOSL2,MS_727.3 [Osteitis deformans [Paget's disease of bone]],0.065,0,0.0,0.0,0.0,0.0,0.367,0.0,0.021,3.686,2.257,0.129,0.094,,3
DDHD1,GE_972.2 [Hereditary ataxia],0.065,0,0.0,0.0,0.0,0.0,0.0,0.746,0.064,2.162,2.55,0.634,0.616,0.916,4
FBN2,GE_978.22 [Ehler's Danlos syndrome],0.065,0,0.0,0.0,0.0,0.0,0.0,0.249,0.012,2.762,2.099,0.549,0.263,,3
RPS26,MB_302.1 [Speech and language developmental delay],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.356,0.078,0.044,,0.12,2
KLHL7,GE_972.9 [Muscular dystrophy],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,,0.059,0.094,1.975,0.065,3
RPL9,GE_961.1 [Phakomatoses],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.148,0.027,,0.325,1
PPARG,GE_976.5 [Polycystic kidney disease],0.065,1,3.0,0.0,0.0,0.0,0.0,0.0,0.092,3.113,2.463,0.177,1.236,,2
AIPL1,SO_380.3 [Optic atrophy],0.065,0,0.0,0.0,0.0,0.0,0.406,0.0,0.0,2.04,1.98,0.512,0.128,0.99,3
STK39,NS_344.11 [Communicating hydrocephalus],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,3.519,0.209,0.074,0.062,,2
KDR,NS_344.2 [Benign intracranial hypertension],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.283,3.895,0.971,0.169,0.979,2
ITGAM,GE_970.2 [Thalassemia],0.065,0,0.0,0.0,0.0,0.0,0.464,0.0,0.03,,2.629,0.246,0.218,,3
CHN1,SO_381.5 [Vertical strabismus],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,2.178,0.117,0.093,2.021,,2
RNF216,GE_963.1 [Lipid storage disorders],0.065,0,0.0,0.0,0.547,0.0,0.0,0.281,0.044,1.947,0.32,0.248,0.147,0.445,4
LCA5,SO_386.5 [Color vision deficiencies],0.065,0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,1.437,2.153,0.222,0.107,0.998,3
MAGEE1,CM_763.13 [Patent ductus arteriosus],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.118,3.587,,0.022,0.249,2
DPF2,NS_344.2 [Benign intracranial hypertension],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.381,,0.021,0.264,1
GATA2,GI_540.11 [Autoimmune hepatitis],0.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.139,1.974,2.596,0.265,0.148,,2
